Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(13, 3), (4, 9), (13, 6)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(14, 3), (5, 9), (14, 6)], [False, True, True, False], 96, False, [True, False, False, False], 68, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(15, 3), (6, 9), (15, 6)], [True, True, True, False], 94, False, [False, False, False, False], 107, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(15, 4), (7, 9), (15, 7)], [False, True, True, False], 92, False, [False, False, False, False], 136, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(15, 5), (8, 9), (15, 8)], [False, True, True, True], 90, False, [False, False, False, False], 165, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(14, 5), (9, 9), (15, 9)], [False, True, True, True], 88, False, [False, False, False, False], 194, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(14, 4), (10, 9), (14, 9)], [False, True, True, False], 86, False, [False, False, False, False], 1213, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(13, 4), (11, 9), (14, 8)], [True, True, True, False], 84, False, [False, False, False, False], 2232, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(13, 5), (11, 8), (14, 7)], [False, True, True, False], 82, False, [False, False, False, False], 3251, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(12, 5), (10, 8), (13, 7)], [False, True, True, True], 80, False, [False, False, False, False], 4270, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(12, 4), (10, 7), (13, 8)], [False, True, True, True], 78, False, [False, False, False, False], 4299, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(11, 4), (11, 7), (13, 9)], [False, True, True, False], 76, False, [False, False, False, False], 5318, 'West', (16, 1))
Element 13: #1#
