Element 1: (1, (1, 4), ['%', '%', '%', '.'], [(9, 5), (1, 9), (9, 6)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (2, 4))
Element 2: (1, (2, 4), ['', '.', '.', '.'], [(10, 5), (2, 9), (10, 6)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (3, 4))
Element 3: (1, (3, 4), ['', '.', '.', '%'], [(11, 5), (3, 9), (11, 6)], [False, False, False, True], 94, False, [False, True, True, False], 87, 'North', (3, 5))
Element 4: (1, (3, 5), ['.', '', '.', '.'], [(12, 5), (4, 9), (12, 6)], [False, False, False, False], 92, False, [True, False, True, True], 126, 'East', (4, 5))
Element 5: (1, (4, 5), ['', '%', '.', '.'], [(13, 5), (5, 9), (13, 6)], [False, True, False, False], 90, False, [False, False, True, True], 165, 'East', (5, 5))
Element 6: (1, (5, 5), ['', '%', '.', '.'], [(13, 6), (5, 10), (14, 6)], [False, True, False, False], 88, False, [False, False, True, True], 194, 'East', (6, 5))
Element 7: (1, (6, 5), ['', 'F', '.', '.'], [(13, 7), (6, 10), (15, 6)], [False, False, False, False], 86, False, [False, False, True, True], 233, 'South', (6, 4))
Element 8: (1, (6, 4), ['%', '.', '', '%'], [(14, 7), (7, 10), (16, 6)], [True, False, False, True], 84, False, [False, True, False, False], 1262, 'South', (6, 3))
Element 9: (1, (6, 3), ['.', '.', '', '%'], [(15, 7), (8, 10), (17, 6)], [False, False, False, True], 82, False, [True, True, False, False], 1301, 'South', (6, 2))
Element 10: (1, (6, 2), ['.', '.', '', '%'], [(16, 7), (8, 11), (17, 7)], [False, False, False, True], 80, False, [True, True, False, False], 2330, 'South', (6, 1))
Element 11: (1, (6, 1), ['.', '%', '', '.'], [(17, 7), (9, 11), (18, 7)], [False, True, False, False], 78, False, [True, False, False, True], 2359, 'East', (7, 1))
Element 12: (1, (7, 1), ['', '%', '%', '.'], [(17, 6), (9, 12), (18, 7)], [False, True, True, False], 76, False, [False, False, False, True], 3368, 'East', (8, 1))
Element 13: (1, (8, 1), ['', '%', '%', '%'], [(16, 6), (10, 12), (17, 7)], [False, True, True, True], 74, False, [False, False, False, False], 3387, 'West', (7, 1))
Element 14: (1, (7, 1), ['', '%', '%', ''], [(15, 6), (11, 12), (16, 7)], [False, True, True, False], 72, False, [False, False, False, False], 3396, 'West', (6, 1))
Element 15: (1, (6, 1), ['.', '%', '', ''], [(14, 6), (12, 12), (15, 7)], [False, True, False, False], 70, False, [True, False, False, False], 3405, 'West', (5, 1))
Element 16: (1, (5, 1), ['.', '%', '.', ''], [(15, 6), (13, 12), (14, 7)], [False, True, False, False], 68, False, [True, False, True, False], 3424, 'North', (5, 2))
Element 17: (1, (5, 2), ['.', '', '.', ''], [(16, 6), (14, 12), (14, 8)], [False, False, False, False], 66, False, [True, False, True, False], 3453, 'North', (5, 3))
Element 18: (1, (5, 3), ['.', '', '%', ''], [(17, 6), (15, 12), (14, 9)], [False, False, True, False], 64, False, [True, False, False, False], 3482, 'West', (4, 3))
Element 19: (1, (4, 3), ['.', '.', '%', ''], [(17, 7), (16, 12), (15, 9)], [False, False, True, False], 62, False, [True, True, False, False], 3511, 'South', (4, 2))
Element 20: (1, (4, 2), ['.', '.', '', ''], [(16, 7), (16, 13), (16, 9)], [False, False, False, False], 60, False, [True, True, False, False], 3540, 'South', (4, 1))
Element 21: (1, (4, 1), ['.', '%', '', ''], [(16, 6), (15, 13), (17, 9)], [False, True, False, False], 58, False, [True, False, False, False], 3569, 'West', (3, 1))
Element 22: (1, (3, 1), ['.', '%', '.', ''], [(16, 7), (14, 13), (18, 9)], [False, True, False, False], 56, False, [True, False, True, False], 3598, 'North', (3, 2))
Element 23: (1, (3, 2), ['.', '', '.', ''], [(15, 7), (13, 13), (17, 9)], [False, False, False, False], 54, False, [True, False, True, False], 3617, 'North', (3, 3))
Element 24: (1, (3, 3), ['.', '', '', ''], [(15, 6), (12, 13), (17, 10)], [False, False, False, False], 52, False, [True, False, False, False], 3646, 'West', (2, 3))
Element 25: (1, (2, 3), ['%', '.', '', ''], [(15, 7), (13, 13), (17, 11)], [True, False, False, False], 50, False, [False, True, False, False], 3665, 'South', (2, 2))
Element 26: (1, (2, 2), ['.', '.', '', ''], [(14, 7), (14, 13), (18, 11)], [False, False, False, False], 48, False, [True, True, False, False], 3684, 'South', (2, 1))
Element 27: (1, (2, 1), ['.', '%', '', ''], [(14, 8), (15, 13), (17, 11)], [False, True, False, False], 46, False, [True, False, False, False], 3693, 'West', (1, 1))
Element 28: (1, (1, 1), ['%', '%', '.', ''], [(13, 8), (16, 13), (16, 11)], [True, True, False, False], 44, False, [False, False, True, False], 3722, 'North', (1, 2))
Element 29: (1, (1, 2), ['%', '', '%', ''], [(13, 9), (16, 12), (17, 11)], [True, False, True, False], 42, False, [False, False, False, False], 3741, 'South', (1, 1))
